iter	Passed	Remaining
136	12150	165224
137	12264	165483
138	12336	165164
139	12410	164878
140	12484	164595
141	12557	164311
142	12613	163803
143	12693	163600
144	12751	163131
145	12808	162654
146	12894	162539
147	12978	162412
148	13033	161910
149	13101	161580
150	13174	161324
151	13264	161265
152	13350	161165
153	13403	160663
154	13485	160520
155	13543	160085
156	13618	159859
157	13677	159455
158	13795	159733
159	13879	159608
160	13962	159488
161	14037	159266
162	14132	159273
163	14217	159169
164	14294	158975
165	14350	158548
166	14403	158091
167	14457	157659
168	14542	157556
169	14595	157119
170	14670	156909
171	14726	156508
172	14841	156738
173	14936	156744
174	15026	156703
175	15114	156636
176	15191	156463
177	15279	156405
178	15333	155994
179	15389	155602
180	15461	155381
181	15536	155191
182	15589	154783
183	15671	154673
184	15759	154609
185	15865	154726
186	15954	154677
187	16056	154754
188	16125	154512
189	16200	154329
190	16256	153966
191	16344	153906
192	16422	153763
193	16497	153581
194	16571	153394
195	16652	153271
196	16709	152927
197	16762	152555
198	16817	152201
199	16872	151856
200	16927	151505
201	17034	151621
202	17115	151510
203	17197	151405
204	17282	151326
205	17400	151539
206	17498	151569
207	17605	151680
208	17720	151855
209	17795	151681
210	17903	151797
211	18020	151985
212	18131	152117
213	18211	151991
214	18294	151889
215	18382	151825
216	18440	151517
217	18495	151189
218	18592	151199
219	18669	151054
220	18763	151039
221	18850	150971
222	18911	150697
223	18969	150403
224	19029	150121
225	19156	150367
226	19265	150474
227	19341	150317
228	19427	150242
229	19562	150548
230	19627	150304
231	19685	150015
232	19780	150006
233	19881	150046
234	19962	149933
235	20025	149685
236	20104	149550
237	20162	149271
238	20222	149004
239	20287	148771
240	20371	148685
241	20460	148637
242	20553	148610
243	20616	148368
244	20698	148267
245	20782	148179
246	20842	147919
247	20931	147873
248	20990	147606
249	21048	147341
250	21125	147206
251	21183	146941
252	21252	146750
253	21314	146514
254	21370	146243
255	21449	146127
256	21503	145840
257	21558	145559
258	21637	145449
259	21695	145190
260	21751	144927
261	21833	144837
262	21925	144808
263	21987	144585
264	22088	144616
265	22140	144330
266	22211	144168
267	22264	143889
268	22372	143964
269	22450	143847
270	22534	143771
271	22588	143503
272	22675	143442
273	22727	143169
274	22806	143056
275	22864	142819
276	22938	142683
277	22994	142434
278	23050	142186
279	23107	141947
280	23163	141701
281	23242	141596
282	23298	141355
283	23356	141127
284	23428	140979
285	23532	141028
286	23586	140776
287	23640	140529
288	23693	140273
289	23766	140142
290	23823	139909
291	23894	139768
292	23949	139530
293	24003	139286
294	24058	139047
295	24112	138810
296	24165	138567
297	24222	138342
298	24290	138186
299	24342	137943
300	24397	137712
301	24458	137515
302	24511	137280
303	24567	137061
304	24626	136857
305	24685	136655
306	24755	136515
307	24807	136282
308	24859	136045
309	24916	135837
310	24975	135636
311	25033	135440
312	25088	135222
313	25185	135229
314	25240	135018
315	25311	134889
316	25366	134675
317	25444	134584
318	25498	134366
319	25551	134145
320	25603	133918
321	25658	133709
322	25714	133507
323	25785	133381
324	25840	133177
325	25898	132990
326	25985	132949
327	26062	132855
328	26115	132640
329	26174	132456
330	26228	132253
331	26282	132043
332	26370	132013
333	26447	131922
334	26505	131734
335	26583	131653
336	26641	131470
337	26695	131264
338	26748	131061
339	26802	130859
340	26859	130675
341	26915	130485
342	26970	130290
343	27025	130098
344	27093	129972
345	27159	129833
346	27252	129820
347	27309	129639
348	27373	129496
349	27474	129521
350	27557	129465
351	27614	129286
352	27672	129112
353	27772	129132
354	27831	128965
355	27892	128807
356	27966	128706
357	28042	128619
358	28102	128458
359	28157	128273
360	28240	128214
361	28317	128133
362	28406	128102
363	28511	128145
364	28639	128290
365	28720	128222
366	28774	128036
367	28829	127854
368	28886	127678
369	28969	127624
370	29031	127471
371	29121	127444
372	29177	127269
373	29274	127273
374	29368	127264
375	29462	127252
376	29564	127276
377	29663	127286
378	29720	127117
379	29777	126944
380	29833	126774
381	29894	126622
382	29950	126447
383	30008	126286
384	30088	126215
385	30195	126257
386	30256	126106
387	30310	125929
388	30367	125761
389	30423	125592
390	30481	125435
391	30570	125403
392	30667	125403
393	30725	125241
394	30803	125161
395	30882	125088
396	30957	125001
397	31012	124828
398	31093	124764
399	31179	124716
400	31238	124566
401	31297	124409
402	31387	124382
403	31445	124226
404	31501	124062
405	31560	123911
406	31617	123751
407	31676	123599
408	31731	123434
409	31785	123265
410	31873	123229
411	31957	123175
412	32012	123011
413	32099	122969
414	32153	122802
415	32211	122650
416	32316	122678
417	32399	122623
418	32456	122465
419	32515	122320
420	32599	122269
421	32676	122186
422	32727	122014
423	32780	121842
424	32852	121745
425	32912	121606
426	32969	121454
427	33050	121392
428	33138	121352
429	33195	121200
430	33253	121055
431	33309	120902
432	33364	120742
433	33470	120772
434	33525	120614
435	33577	120448
436	33631	120289
437	33704	120197
438	33759	120042
439	33817	119899
440	33871	119740
441	33942	119644
442	34000	119500
443	34054	119345
444	34110	119195
445	34182	119101
446	34259	119025
447	34359	119030
448	34418	118894
449	34527	118928
450	34610	118873
451	34672	118745
452	34752	118681
453	34807	118528
454	34921	118578
455	34977	118431
456	35050	118343
457	35104	118189
458	35191	118149
459	35283	118124
460	35345	117998
461	35401	117852
462	35456	117702
463	35533	117628
464	35589	117482
465	35669	117417
466	35723	117267
467	35783	117138
468	35837	116987
469	35893	116845
470	35977	116792
471	36050	116705
472	36103	116554
473	36157	116404
474	36230	116320
475	36319	116284
476	36375	116140
477	36433	116009
478	36487	115862
479	36562	115781
480	36631	115683
481	36727	115669
482	36822	115650
483	36911	115614
484	36974	115497
485	37061	115454
486	37126	115344
487	37183	115208
488	37244	115085
489	37330	115039
490	37388	114906
491	37443	114766
492	37509	114659
493	37567	114527
494	37623	114389
495	37678	114251
496	37733	114112
497	37790	113979
498	37848	113848
499	37905	113717
500	37962	113583
501	38023	113465
502	38081	113336
503	38139	113207
504	38196	113077
505	38251	112941
506	38310	112816
507	38367	112685
508	38421	112547
509	38499	112479
510	38558	112356
511	38615	112225
512	38668	112085
513	38723	111951
514	38778	111818
515	38840	111705
516	38896	111574
517	38953	111447
518	39010	111319
519	39067	111193
520	39123	111063
521	39233	111086
522	39297	110979
523	39355	110857
524	39418	110745
525	39494	110673
526	39591	110660
527	39693	110661
528	39778	110611
529	39845	110514
530	39942	110500
531	40003	110384
532	40081	110319
533	40135	110185
534	40233	110170
535	40287	110039
536	40345	109916
537	40446	109913
538	40502	109785
539	40557	109655
540	40627	109567
541	40682	109437
542	40739	109313
543	40797	109192
544	40854	109070
545	40936	109014
546	41004	108921
547	41072	108827
548	41158	108780
549	41249	108749
550	41337	108707
551	41397	108592
552	41459	108483
553	41517	108366
554	41600	108310
555	41698	108297
556	41787	108256
557	41845	108138
558	41932	108095
559	42018	108048
560	42076	107928
561	42139	107823
562	42228	107783
563	42284	107661
564	42370	107614
565	42428	107495
566	42515	107451
567	42572	107330
568	42658	107284
569	42710	107151
570	42768	107032
571	42824	106911
572	42876	106780
573	42953	106710
574	43022	106620
575	43077	106496
576	43179	106488
577	43235	106367
578	43332	106348
579	43389	106228
580	43446	106109
581	43500	105986
582	43574	105910
583	43627	105782
584	43693	105686
585	43775	105628
586	43830	105507
587	43898	105415
588	43954	105295
589	44009	105175
590	44067	105060
591	44120	104936
592	44173	104808
593	44227	104687
594	44295	104595
595	44353	104484
596	44425	104404
597	44484	104292
598	44540	104176
599	44608	104086
600	44666	103973
601	44722	103857
602	44774	103731
603	44826	103606
604	44879	103483
605	44934	103363
606	44988	103242
607	45042	103123
608	45096	103004
609	45153	102891
610	45207	102771
611	45290	102718
612	45347	102605
613	45408	102501
614	45464	102386
615	45521	102274
616	45577	102160
617	45654	102094
618	45770	102114
619	45841	102034
620	45897	101920
621	45952	101805
622	46007	101689
623	46085	101624
624	46161	101556
625	46239	101490
626	46296	101380
627	46392	101353
628	46444	101232
629	46505	101130
630	46574	101046
631	46631	100937
632	46728	100912
633	46786	100805
634	46866	100743
635	46961	100716
636	47037	100646
637	47117	100585
638	47174	100475
639	47245	100397
640	47313	100309
641	47376	100213
642	47435	100108
643	47502	100021
644	47557	99907
645	47619	99808
646	47682	99713
647	47786	99701
648	47842	99592
649	47930	99548
650	47989	99444
651	48081	99407
652	48152	99328
653	48212	99226
654	48290	99162
655	48351	99060
656	48432	99002
657	48493	98903
658	48549	98792
659	48604	98681
660	48662	98576
661	48726	98483
662	48801	98413
663	48860	98309
664	48915	98197
665	48986	98119
666	49049	98024
667	49103	97913
668	49162	97809
669	49217	97700
670	49273	97592
671	49334	97493
672	49394	97394
673	49457	97300
674	49525	97217
675	49589	97124
676	49673	97071
677	49755	97015
678	49820	96926
679	49926	96915
680	50023	96887
681	50102	96826
682	50159	96719
683	50217	96616
684	50276	96517
685	50364	96470
686	50418	96360
687	50476	96258
688	50546	96177
689	50606	96079
690	50669	95986
691	50728	95885
692	50787	95784
693	50854	95700
694	50919	95610
695	50979	95513
696	51060	95454
697	51119	95354
698	51180	95258
699	51260	95197
700	51323	95106
701	51398	95035
702	51494	95004
703	51548	94895
704	51656	94886
705	51730	94814
706	51814	94761
707	51898	94706
708	51960	94614
709	52047	94564
710	52137	94522
711	52220	94466
712	52303	94410
713	52360	94308
714	52414	94199
715	52494	94138
716	52552	94037
717	52612	93939
718	52670	93840
719	52725	93734
720	52803	93669
721	52858	93563
722	52912	93457
723	52964	93346
724	53022	93246
725	53085	93156
726	53143	93055
727	53226	93000
728	53282	92897
729	53361	92835
730	53415	92727
731	53473	92628
732	53550	92562
733	53607	92461
734	53660	92354
735	53714	92248
736	53774	92154
737	53829	92049
738	53881	91941
739	53939	91842
740	53995	91742
741	54052	91642
742	54105	91535
743	54160	91432
744	54235	91362
745	54288	91257
746	54340	91150
747	54393	91044
748	54452	90948
749	54541	90902
750	54597	90801
751	54650	90696
752	54721	90621
753	54774	90516
754	54830	90416
755	54885	90313
756	54938	90210
757	55033	90173
758	55124	90131
759	55180	90031
760	55258	89967
761	55320	89878
762	55378	89781
763	55436	89685
764	55491	89584
765	55558	89502
766	55613	89402
767	55667	89300
768	55743	89232
769	55798	89133
770	55860	89043
771	55919	88950
772	55974	88849
773	56030	88750
774	56086	88652
775	56140	88551
776	56192	88446
777	56245	88344
778	56303	88249
779	56360	88154
780	56439	88091
781	56494	87991
782	56549	87894
783	56609	87802
784	56664	87703
785	56719	87604
786	56774	87506
787	56831	87410
788	56886	87312
789	56961	87245
790	57032	87171
791	57088	87073
792	57141	86973
793	57200	86881
794	57260	86791
795	57315	86693
796	57371	86597
797	57449	86534
798	57505	86437
799	57569	86353
800	57629	86264
801	57689	86173
802	57762	86104
803	57854	86061
804	57916	85975
805	57970	85876
806	58034	85792
807	58090	85697
808	58178	85649
809	58238	85560
810	58298	85470
811	58352	85373
812	58411	85281
813	58499	85234
814	58555	85138
815	58629	85070
816	58692	84986
817	58767	84918
818	58821	84821
819	58881	84731
820	58948	84653
821	59015	84573
822	59103	84525
823	59170	84447
824	59234	84364
825	59297	84280
826	59365	84202
827	59424	84113
828	59488	84030
829	59555	83951
830	59619	83868
831	59674	83774
832	59745	83701
833	59807	83615
834	59866	83526
835	59922	83432
836	59977	83338
837	60083	83313
838	60139	83220
839	60197	83129
840	60282	83076
841	60371	83028
842	60444	82958
843	60500	82865
844	60553	82768
845	60619	82688
846	60695	82623
847	60755	82535
848	60811	82443
849	60887	82376
850	60973	82324
851	61032	82235
852	61087	82142
853	61168	82083
854	61256	82033
855	61311	81939
856	61368	81848
857	61430	81764
858	61501	81691
859	61557	81598
860	61650	81556
861	61711	81470
862	61774	81387
863	61836	81303
864	61891	81210
865	61948	81119
866	62031	81063
867	62111	81002
868	62193	80944
869	62247	80850
870	62303	80758
871	62359	80667
872	62417	80577
873	62493	80512
874	62571	80448
875	62632	80363
876	62719	80312
877	62775	80220
878	62855	80160
879	62916	80075
880	63007	80029
881	63065	79939
882	63121	79849
883	63179	79760
884	63238	79673
885	63295	79583
886	63349	79489
887	63406	79400
888	63459	79306
889	63543	79250
890	63621	79188
891	63674	79092
892	63757	79036
893	63828	78964
894	63884	78874
895	63944	78788
896	64000	78698
897	64056	78608
898	64140	78552
899	64195	78460
900	64253	78374
901	64316	78291
902	64370	78199
903	64423	78106
904	64509	78052
905	64563	77960
906	64615	77866
907	64671	77777
908	64724	77683
909	64780	77593
910	64833	77500
911	64916	77444
912	65009	77399
913	65087	77336
914	65142	77245
915	65199	77157
916	65289	77108
917	65368	77046
918	65468	77008
919	65555	76956
920	65637	76897
921	65704	76821
922	65781	76756
923	65837	76667
924	65890	76576
925	65977	76522
926	66053	76456
927	66113	76372
928	66165	76279
929	66265	76241
930	66321	76151
931	66416	76108
932	66471	76018
933	66555	75961
934	66611	75872
935	66711	75834
936	66806	75789
937	66866	75705
938	66944	75642
939	67038	75597
940	67100	75514
941	67189	75463
942	67252	75382
943	67309	75295
944	67400	75246
945	67458	75159
946	67530	75089
947	67604	75021
948	67677	74951
949	67757	74890
950	67830	74820
951	67897	74743
952	67958	74661
953	68013	74572
954	68067	74482
955	68130	74402
956	68189	74317
957	68243	74227
958	68299	74139
959	68362	74058
960	68425	73979
961	68485	73896
962	68539	73806
963	68593	73716
964	68668	73649
965	68722	73560
966	68779	73474
967	68837	73388
968	68895	73304
969	68954	73220
970	69016	73139
971	69073	73052
972	69132	72969
973	69194	72888
974	69259	72810
975	69315	72724
976	69370	72636
977	69425	72548
978	69491	72472
979	69551	72389
980	69615	72312
981	69674	72228
982	69729	72141
983	69787	72057
984	69901	72030
985	69977	71964
986	70033	71878
987	70095	71798
988	70149	71709
989	70203	71621
990	70260	71536
991	70334	71468
992	70390	71383
993	70466	71317
994	70541	71249
995	70631	71199
996	70687	71112
997	70740	71024
998	70799	70941
999	70862	70862
1000	70925	70784
1001	70980	70697
1002	71044	70619
1003	71123	70557
1004	71180	70472
1005	71250	70400
1006	71339	70348
1007	71394	70261
1008	71451	70176
1009	71509	70093
1010	71582	70024
1011	71656	69957
1012	71714	69873
1013	71783	69801
1014	71838	69715
1015	71897	69633
1016	71967	69561
1017	72027	69480
1018	72081	69393
1019	72134	69306
1020	72202	69232
1021	72262	69151
1022	72318	69066
1023	72374	68982
1024	72428	68895
1025	72488	68815
1026	72583	68767
1027	72669	68711
1028	72723	68623
1029	72800	68559
1030	72871	68489
1031	72959	68434
1032	73018	68352
1033	73072	68266
1034	73128	68182
1035	73203	68115
1036	73267	68039
1037	73340	67970
1038	73402	67891
1039	73459	67808
1040	73519	67727
1041	73572	67641
1042	73643	67571
1043	73698	67486
1044	73757	67405
1045	73813	67321
1046	73876	67243
1047	73974	67198
1048	74064	67145
1049	74118	67059
1050	74195	66995
1051	74258	66917
1052	74342	66858
1053	74416	66791
1054	74504	66735
1055	74577	66667
1056	74632	66582
1057	74699	66509
1058	74769	66438
1059	74826	66355
1060	74912	66298
1061	74966	66213
1062	75025	66132
1063	75095	66061
1064	75148	65975
1065	75225	65910
1066	75278	65824
1067	75330	65737
1068	75399	65665
1069	75459	65586
1070	75514	65502
1071	75566	65416
1072	75639	65347
1073	75696	65265
1074	75778	65204
1075	75832	65120
1076	75888	65037
1077	75942	64952
1078	75996	64867
1079	76049	64783
1080	76104	64699
1081	76161	64617
1082	76234	64549
1083	76287	64464
1084	76341	64380
1085	76401	64301
1086	76495	64250
1087	76559	64175
1088	76619	64095
1089	76695	64029
1090	76796	63985
1091	76852	63902
1092	76906	63819
1093	77002	63769
1094	77081	63706
1095	77177	63657
1096	77264	63600
1097	77324	63521
1098	77380	63439
1099	77435	63356
1100	77489	63272
1101	77582	63220
1102	77639	63139
1103	77708	63068
1104	77768	62988
1105	77843	62922
1106	77898	62839
1107	77956	62759
1108	78018	62681
1109	78108	62627
1110	78188	62564
1111	78267	62501
1112	78355	62445
1113	78450	62393
1114	78528	62329
1115	78612	62270
1116	78710	62221
1117	78766	62139
1118	78847	62077
1119	78917	62006
1120	78983	61932
1121	79058	61866
1122	79138	61802
1123	79212	61735
1124	79271	61655
1125	79330	61576
1126	79407	61510
1127	79488	61448
1128	79561	61380
1129	79632	61309
1130	79720	61253
1131	79783	61176
1132	79838	61094
1133	79893	61012
1134	79954	60934
1135	80018	60859
1136	80076	60779
1137	80135	60699
1138	80192	60619
1139	80275	60558
1140	80335	60480
1141	80391	60399
1142	80455	60324
1143	80534	60260
1144	80626	60205
1145	80682	60124
1146	80765	60063
1147	80821	59982
1148	80892	59912
1149	80951	59833
1150	81011	59755
1151	81072	59678
1152	81131	59599
1153	81193	59522
1154	81268	59456
1155	81335	59383
1156	81394	59304
1157	81480	59245
1158	81537	59165
1159	81616	59101
1160	81668	59018
1161	81729	58940
1162	81816	58882
1163	81875	58804
1164	81932	58724
1165	81988	58643
1166	82063	58576
1167	82118	58495
1168	82194	58428
1169	82266	58360
1170	82323	58280
1171	82376	58197
1172	82444	58125
1173	82501	58046
1174	82560	57968
1175	82617	57888
1176	82695	57823
1177	82772	57758
1178	82860	57699
1179	82934	57632
1180	82987	57550
1181	83049	57474
1182	83102	57392
1183	83155	57309
1184	83211	57229
1185	83291	57166
1186	83359	57094
1187	83413	57012
1188	83466	56931
1189	83537	56861
1190	83590	56780
1191	83669	56715
1192	83729	56638
1193	83784	56558
1194	83839	56477
1195	83896	56398
1196	83965	56327
1197	84043	56262
1198	84104	56186
1199	84163	56109
1200	84218	56028
1201	84299	55965
1202	84393	55911
1203	84476	55849
1204	84532	55770
1205	84590	55692
1206	84647	55613
1207	84725	55548
1208	84782	55469
1209	84840	55391
1210	84894	55310
1211	84952	55232
1212	85005	55151
1213	85063	55073
1214	85122	54996
1215	85176	54916
1216	85230	54835
1217	85289	54758
1218	85347	54681
1219	85400	54600
1220	85457	54521
1221	85512	54442
1222	85607	54388
1223	85666	54311
1224	85719	54230
1225	85776	54152
1226	85830	54072
1227	85917	54013
1228	85972	53933
1229	86026	53853
1230	86118	53797
1231	86200	53735
1232	86265	53662
1233	86326	53586
1234	86401	53520
1235	86457	53441
1236	86515	53364
1237	86596	53300
1238	86690	53245
1239	86779	53187
1240	86875	53133
1241	86933	53056
1242	87020	52996
1243	87079	52919
1244	87154	52852
1245	87209	52773
1246	87269	52697
1247	87358	52639
1248	87418	52562
1249	87472	52483
1250	87556	52422
1251	87636	52358
1252	87696	52281
1253	87767	52212
1254	87825	52135
1255	87883	52058
1256	87938	51979
1257	88000	51904
1258	88063	51830
1259	88154	51773
1260	88214	51697
1261	88314	51645
1262	88373	51568
1263	88467	51512
1264	88557	51454
1265	88653	51399
1266	88714	51324
1267	88785	51254
1268	88844	51178
1269	88922	51112
1270	89010	51053
1271	89066	50975
1272	89144	50909
1273	89217	50841
1274	89287	50771
1275	89349	50696
1276	89415	50624
1277	89472	50547
1278	89536	50473
1279	89601	50400
1280	89661	50325
1281	89719	50248
1282	89784	50175
1283	89841	50098
1284	89940	50044
1285	89996	49967
1286	90057	49892
1287	90122	49819
1288	90178	49741
1289	90236	49665
1290	90298	49590
1291	90384	49529
1292	90441	49452
1293	90502	49377
1294	90583	49313
1295	90647	49240
1296	90726	49175
1297	90783	49098
1298	90841	49021
1299	90939	48967
1300	90992	48888
1301	91067	48820
1302	91125	48744
1303	91206	48680
1304	91259	48601
1305	91318	48525
1306	91380	48451
1307	91433	48373
1308	91501	48302
1309	91561	48227
1310	91618	48150
1311	91675	48073
1312	91734	47998
1313	91787	47919
1314	91842	47841
1315	91897	47764
1316	91950	47685
1317	92007	47609
1318	92066	47534
1319	92124	47458
1320	92183	47382
1321	92261	47317
1322	92314	47238
1323	92373	47163
1324	92430	47087
1325	92499	47017
1326	92557	46941
1327	92639	46877
1328	92732	46820
1329	92814	46756
1330	92895	46691
1331	92953	46616
1332	93012	46541
1333	93089	46474
1334	93162	46406
1335	93220	46331
1336	93275	46254
1337	93329	46176
1338	93399	46106
1339	93452	46028
1340	93515	45955
1341	93568	45877
1342	93625	45802
1343	93682	45726
1344	93739	45650
1345	93792	45572
1346	93855	45499
1347	93912	45423
1348	93967	45346
1349	94022	45270
1350	94078	45193
1351	94139	45120
1352	94199	45045
1353	94254	44969
1354	94312	44894
1355	94367	44817
1356	94450	44754
1357	94518	44684
1358	94571	44606
1359	94636	44534
1360	94690	44458
1361	94781	44398
1362	94836	44322
1363	94895	44247
1364	94956	44173
1365	95011	44097
1366	95066	44021
1367	95125	43947
1368	95183	43871
1369	95250	43801
1370	95311	43727
1371	95387	43661
1372	95447	43587
1373	95504	43512
1374	95558	43435
1375	95612	43359
1376	95680	43289
1377	95773	43230
1378	95838	43158
1379	95906	43088
1380	95968	43015
1381	96022	42939
1382	96091	42869
1383	96147	42793
1384	96203	42718
1385	96262	42644
1386	96333	42575
1387	96390	42500
1388	96445	42425
1389	96504	42350
1390	96558	42274
1391	96616	42200
1392	96672	42124
1393	96730	42050
1394	96787	41975
1395	96875	41914
1396	96938	41842
1397	96998	41769
1398	97055	41694
1399	97117	41621
1400	97175	41547
1401	97234	41473
1402	97294	41400
1403	97353	41326
1404	97411	41252
1405	97467	41177
1406	97523	41102
1407	97592	41033
1408	97651	40959
1409	97705	40883
1410	97762	40809
1411	97820	40735
1412	97877	40660
1413	97936	40587
1414	97996	40514
1415	98071	40447
1416	98130	40374
1417	98267	40332
1418	98328	40260
1419	98412	40196
1420	98465	40120
1421	98523	40046
1422	98597	39979
1423	98658	39906
1424	98712	39831
1425	98776	39759
1426	98835	39686
1427	98891	39612
1428	98980	39550
1429	99058	39484
1430	99117	39411
1431	99172	39336
1432	99229	39262
1433	99286	39188
1434	99362	39121
1435	99441	39056
1436	99519	38990
1437	99577	38916
1438	99674	38858
1439	99733	38785
1440	99813	38720
1441	99865	38644
1442	99923	38570
1443	99982	38497
1444	100042	38424
1445	100101	38351
1446	100159	38277
1447	100218	38204
1448	100277	38131
1449	100330	38056
1450	100387	37982
1451	100445	37909
1452	100503	37835
1453	100562	37762
1454	100620	37689
1455	100674	37614
1456	100749	37547
1457	100804	37473
1458	100857	37398
1459	100913	37324
1460	100969	37250
1461	101025	37176
1462	101084	37103
1463	101137	37028
1464	101194	36955
1465	101251	36881
1466	101308	36808
1467	101365	36734
1468	101420	36660
1469	101472	36585
1470	101529	36511
1471	101586	36438
1472	101645	36366
1473	101702	36292
1474	101755	36217
1475	101813	36145
1476	101870	36071
1477	101931	36000
1478	102028	35941
1479	102083	35867
1480	102140	35794
1481	102196	35720
1482	102252	35646
1483	102341	35585
1484	102446	35528
1485	102498	35453
1486	102576	35387
1487	102629	35313
1488	102684	35239
1489	102739	35165
1490	102809	35097
1491	102865	35023
1492	102932	34954
1493	103000	34884
1494	103081	34820
1495	103143	34748
1496	103223	34683
1497	103281	34611
1498	103336	34537
1499	103397	34465
1500	103485	34403
1501	103542	34330
1502	103595	34256
1503	103650	34182
1504	103706	34109
1505	103763	34036
1506	103817	33962
1507	103900	33898
1508	103956	33825
1509	104013	33752
1510	104069	33679
1511	104125	33606
1512	104180	33533
1513	104238	33460
1514	104295	33388
1515	104349	33314
1516	104425	33248
1517	104497	33180
1518	104554	33107
1519	104612	33035
1520	104670	32963
1521	104725	32890
1522	104810	32826
1523	104867	32753
1524	104919	32679
1525	104977	32607
1526	105032	32534
1527	105107	32467
1528	105179	32400
1529	105237	32327
1530	105293	32255
1531	105377	32190
1532	105435	32119
1533	105507	32051
1534	105569	31980
1535	105669	31921
1536	105761	31859
1537	105858	31798
1538	105932	31731
1539	105989	31659
1540	106073	31594
1541	106132	31522
1542	106244	31467
1543	106337	31405
1544	106418	31339
1545	106498	31274
1546	106560	31203
1547	106637	31137
1548	106697	31065
1549	106786	31002
1550	106845	30930
1551	106916	30862
1552	106987	30794
1553	107068	30728
1554	107128	30657
1555	107183	30584
1556	107242	30512
1557	107318	30445
1558	107394	30379
1559	107485	30316
1560	107540	30243
1561	107598	30171
1562	107657	30099
1563	107728	30031
1564	107814	29967
1565	107880	29897
1566	107947	29828
1567	108026	29762
1568	108115	29699
1569	108171	29626
1570	108254	29561
1571	108350	29499
1572	108408	29428
1573	108487	29362
1574	108577	29298
1575	108634	29226
1576	108692	29154
1577	108754	29083
1578	108810	29011
1579	108893	28946
1580	108967	28878
1581	109039	28810
1582	109096	28738
1583	109198	28678
1584	109262	28608
1585	109323	28537
1586	109378	28464
1587	109464	28400
1588	109549	28335
1589	109620	28266
1590	109676	28194
1591	109734	28122
1592	109805	28054
1593	109875	27985
1594	109937	27915
1595	110014	27848
1596	110075	27777
1597	110132	27705
1598	110191	27634
1599	110284	27571
1600	110341	27499
1601	110397	27427
1602	110452	27354
1603	110519	27285
1604	110572	27212
1605	110625	27139
1606	110696	27071
1607	110754	26999
1608	110814	26928
1609	110883	26860
1610	110941	26788
1611	110996	26716
1612	111054	26644
1613	111108	26572
1614	111163	26500
1615	111217	26427
1616	111275	26356
1617	111330	26284
1618	111408	26217
1619	111466	26146
1620	111523	26074
1621	111578	26002
1622	111641	25932
1623	111702	25862
1624	111759	25790
1625	111816	25719
1626	111871	25647
1627	111929	25576
1628	111981	25503
1629	112033	25430
1630	112089	25359
1631	112147	25288
1632	112201	25216
1633	112257	25144
1634	112318	25074
1635	112373	25002
1636	112429	24930
1637	112489	24860
1638	112547	24789
1639	112601	24717
1640	112654	24645
1641	112710	24573
1642	112766	24502
1643	112825	24431
1644	112884	24361
1645	112939	24289
1646	113000	24219
1647	113057	24148
1648	113116	24077
1649	113168	24005
1650	113266	23943
1651	113324	23872
1652	113377	23800
1653	113433	23729
1654	113494	23658
1655	113555	23588
1656	113609	23517
1657	113663	23445
1658	113715	23373
1659	113801	23308
1660	113856	23237
1661	113909	23165
1662	113962	23094
1663	114021	23023
