iter	RMSE
1666	31.64657499
1667	31.64056513
1668	31.63177534
1669	31.63104109
1670	31.6295881
1671	31.62638771
1672	31.62617512
1673	31.62614799
1674	31.62595336
1675	31.61776631
1676	31.61077326
1677	31.60085482
1678	31.60054134
1679	31.60050638
1680	31.59755548
1681	31.59752322
1682	31.5959361
1683	31.59590933
1684	31.59470136
1685	31.59456325
1686	31.59377577
1687	31.59375662
1688	31.59112089
1689	31.58966785
1690	31.58735176
1691	31.58639905
1692	31.5860288
1693	31.57851478
1694	31.56986585
1695	31.56706513
1696	31.56392437
1697	31.56321757
1698	31.55657467
1699	31.55318853
1700	31.55240878
1701	31.55150746
1702	31.55083289
1703	31.54937338
1704	31.54886322
1705	31.54851029
1706	31.54786298
1707	31.54783201
1708	31.54779289
1709	31.54141012
1710	31.53921475
1711	31.53704665
1712	31.5346281
1713	31.530614
1714	31.52473259
1715	31.52469325
1716	31.51881871
1717	31.51871541
1718	31.51458762
1719	31.50892872
1720	31.50887583
1721	31.50704038
1722	31.50699321
1723	31.50692597
1724	31.50568878
1725	31.50565108
1726	31.50560399
1727	31.50456671
1728	31.50186801
1729	31.50185119
1730	31.50181693
1731	31.50128842
1732	31.50097426
1733	31.5000183
1734	31.49067611
1735	31.49063477
1736	31.48474619
1737	31.48472876
1738	31.48471357
1739	31.48469952
1740	31.48287423
1741	31.48153347
1742	31.47478042
1743	31.47344818
1744	31.4721085
1745	31.47045786
1746	31.47040989
1747	31.47038002
1748	31.46853861
1749	31.46832541
1750	31.46830956
1751	31.46821426
1752	31.46104065
1753	31.46102552
1754	31.46100658
1755	31.46077233
1756	31.46075745
1757	31.45516969
1758	31.45455023
1759	31.45212277
1760	31.4511007
1761	31.45035449
1762	31.44501649
1763	31.44500122
1764	31.4430112
1765	31.44228465
1766	31.43953845
1767	31.43051519
1768	31.42976353
1769	31.42303995
1770	31.41975993
1771	31.41356789
1772	31.41031386
1773	31.4102623
1774	31.40911785
1775	31.40906855
1776	31.40481723
1777	31.4039158
1778	31.40198563
1779	31.40186859
1780	31.39975667
1781	31.39974267
1782	31.39967692
1783	31.39535887
1784	31.39525033
1785	31.39523801
1786	31.38913088
1787	31.38908497
1788	31.38770346
1789	31.38684214
1790	31.38684063
1791	31.38683931
1792	31.38525207
1793	31.38349534
1794	31.37950864
1795	31.37949625
1796	31.37936109
1797	31.37015276
1798	31.36996517
1799	31.36975756
1800	31.36816262
1801	31.35929329
1802	31.35615666
1803	31.35002629
1804	31.34860748
1805	31.33972062
1806	31.33713529
1807	31.33407941
1808	31.33401344
1809	31.33281334
1810	31.33139859
1811	31.3293427
1812	31.32928894
1813	31.32854816
1814	31.32848591
1815	31.32757889
1816	31.32629131
1817	31.32607131
1818	31.32479668
1819	31.32125974
1820	31.31727282
1821	31.31422629
1822	31.31417139
1823	31.3129279
1824	31.30456241
1825	31.30255684
1826	31.30196013
1827	31.30139071
1828	31.29959437
1829	31.29239024
1830	31.28694525
1831	31.28429171
1832	31.28300312
1833	31.28006659
1834	31.27462008
1835	31.27421468
1836	31.27335594
1837	31.27262918
1838	31.26741319
1839	31.26134547
1840	31.26002431
1841	31.25605106
1842	31.25446383
1843	31.25061323
1844	31.25004332
1845	31.24714626
1846	31.24483396
1847	31.24411387
1848	31.24393354
1849	31.24381961
1850	31.23837711
1851	31.23829263
1852	31.23593004
1853	31.23585274
1854	31.23427151
1855	31.23282038
1856	31.23151915
1857	31.23082016
1858	31.23029132
1859	31.23012392
1860	31.22945269
1861	31.22937756
1862	31.22793501
1863	31.22715808
1864	31.22698126
1865	31.22506338
1866	31.22441168
1867	31.21986037
1868	31.21618817
1869	31.21554321
1870	31.21552016
1871	31.21501715
1872	31.21439535
1873	31.21154678
1874	31.21150233
1875	31.20662376
1876	31.20427215
1877	31.19586987
1878	31.18638761
1879	31.18047709
1880	31.17785773
1881	31.17572357
1882	31.17085014
1883	31.16523761
1884	31.16358023
1885	31.16158736
1886	31.16083813
1887	31.15906627
1888	31.15832213
1889	31.15460205
1890	31.14917042
1891	31.14915297
1892	31.14857781
1893	31.14695648
1894	31.14692282
1895	31.14557851
1896	31.14063989
1897	31.13803129
1898	31.13483238
1899	31.1340104
1900	31.13087367
1901	31.12982438
1902	31.12960264
1903	31.12958322
1904	31.12956942
1905	31.12942907
1906	31.12718846
1907	31.11919451
1908	31.11446881
1909	31.11184042
1910	31.11139088
1911	31.10903433
1912	31.10531106
1913	31.10529273
1914	31.10529193
1915	31.10402309
1916	31.1024114
1917	31.10180709
1918	31.10006553
1919	31.0989062
1920	31.09826576
1921	31.09580491
1922	31.09579081
1923	31.09569607
1924	31.09567758
1925	31.09114645
1926	31.08904314
1927	31.08902702
1928	31.08563316
1929	31.08032673
1930	31.07857875
1931	31.07748059
1932	31.072365
1933	31.07127824
1934	31.06363626
1935	31.06059533
1936	31.05216377
1937	31.05050367
1938	31.04948905
1939	31.04513025
1940	31.04258797
1941	31.03927712
1942	31.03635319
1943	31.03409283
1944	31.03358681
1945	31.02617465
1946	31.0146002
1947	31.01143689
1948	31.00726447
1949	31.00596358
1950	31.00534155
1951	31.00311254
1952	31.00073547
1953	30.99916299
1954	30.99483247
1955	30.99251785
1956	30.99010981
1957	30.98913756
1958	30.98814414
1959	30.98210147
1960	30.98199116
1961	30.98197582
1962	30.980983
1963	30.97859265
1964	30.97559279
1965	30.97141459
1966	30.96866576
1967	30.96614897
1968	30.96213748
1969	30.96203254
1970	30.96193398
1971	30.95927535
1972	30.95390702
1973	30.95270761
1974	30.95269121
1975	30.94828004
1976	30.94826539
1977	30.94347355
1978	30.94250776
1979	30.94198793
1980	30.93365347
1981	30.93252263
1982	30.92945063
1983	30.92932724
1984	30.92844434
1985	30.92611744
1986	30.9258537
1987	30.92559471
1988	30.92072796
1989	30.91856206
1990	30.91098115
1991	30.9076273
1992	30.90607501
1993	30.90357341
1994	30.89982446
1995	30.89753342
1996	30.8945372
1997	30.89289328
1998	30.89235739
1999	30.89022551
