iter	RMSE
270	39.64469635
271	39.6444158
272	39.58952928
273	39.54572556
274	39.54546904
275	39.54527547
276	39.52923473
277	39.52905014
278	39.466523
279	39.4233453
280	39.42312557
281	39.26643519
282	39.22211605
283	39.20784206
284	39.06883392
285	39.04168367
286	38.92008021
287	38.88092472
288	38.77331773
289	38.76728815
290	38.74358615
291	38.7433237
292	38.74310753
293	38.73763785
294	38.72533538
295	38.72509915
296	38.72015139
297	38.7198778
298	38.71950645
299	38.71503635
300	38.62060727
301	38.60858434
302	38.6040946
303	38.6038063
304	38.603555
305	38.5908812
306	38.59034411
307	38.52508595
308	38.52072812
309	38.49934885
310	38.49918595
311	38.49900197
312	38.42462781
313	38.42437996
314	38.42032863
315	38.3933046
316	38.37287916
317	38.3727252
318	38.3717024
319	38.30808315
320	38.28293188
321	38.28279818
322	38.27864279
323	38.26026922
324	38.2601469
325	38.2563105
326	38.2488098
327	38.24834577
328	38.24440584
329	38.19675402
330	38.19505348
331	38.13996689
332	38.1397955
333	38.13941066
334	38.13929964
335	38.1390444
336	38.13889065
337	38.13788247
338	38.12121564
339	38.06709311
340	38.05052657
341	38.04715791
342	38.002432
343	37.96215255
344	37.96201497
345	37.96015384
346	37.95971948
347	37.95238739
348	37.9100834
349	37.90577806
350	37.90211035
351	37.86502927
352	37.86489397
353	37.86474127
354	37.86461815
355	37.86441173
356	37.84910048
357	37.8428216
358	37.84241439
359	37.83568566
360	37.83177454
361	37.81531629
362	37.81531629
363	37.81491981
364	37.81475691
365	37.81194625
366	37.76592694
367	37.72591341
368	37.72271316
369	37.72260482
370	37.71628123
371	37.71013075
372	37.70336275
373	37.68130532
374	37.67920976
375	37.67898986
376	37.67088028
377	37.66631682
378	37.66620482
379	37.66366384
380	37.6634783
381	37.61779327
382	37.59773266
383	37.56582559
384	37.52766579
385	37.52695735
386	37.52142622
387	37.50094847
388	37.49585156
389	37.4566357
390	37.42216781
391	37.42216781
392	37.42180075
393	37.39151571
394	37.39125967
395	37.37523417
396	37.37272023
397	37.36734357
398	37.36343038
399	37.36334144
400	37.36304119
401	37.34431827
402	37.34392715
403	37.34183063
404	37.33633131
405	37.33594821
406	37.32216055
407	37.32207547
408	37.31690738
409	37.29964004
410	37.25199646
411	37.25189656
412	37.24719659
413	37.24719647
414	37.2426136
415	37.24253986
416	37.2420101
417	37.23987986
418	37.23433927
419	37.23433924
420	37.20281009
421	37.20000602
422	37.19056039
423	37.15678219
424	37.13973151
425	37.1397315
426	37.13966065
427	37.1372524
428	37.13710861
429	37.13229261
430	37.13221103
431	37.11904883
432	37.11321329
433	37.09409641
434	37.07707266
435	37.07194331
436	37.05654984
437	37.04742483
438	37.00530139
439	37.00530106
440	37.00508785
441	36.96703408
442	36.95830114
443	36.95013929
444	36.91129287
445	36.90908759
446	36.90488721
447	36.87137806
448	36.85643127
449	36.85546261
450	36.85353738
451	36.85353737
452	36.83864083
453	36.83572642
454	36.83547664
455	36.80059817
456	36.79611354
457	36.76692067
458	36.75091141
459	36.75066989
460	36.73659563
461	36.70531009
462	36.70032637
463	36.70032635
464	36.68712242
465	36.68392773
466	36.65423135
467	36.65423135
468	36.64042098
469	36.63526201
470	36.61075064
471	36.59315196
472	36.58806036
473	36.5663656
474	36.53847595
475	36.52990926
476	36.50198244
477	36.50198243
478	36.49693524
479	36.49683151
480	36.49683151
481	36.49620736
482	36.49588519
483	36.49119023
484	36.49119022
485	36.48619853
486	36.48320643
487	36.47772047
488	36.44821993
489	36.41308909
490	36.40489255
491	36.37843828
492	36.35650492
493	36.34889752
494	36.32500798
495	36.29994919
496	36.29981176
497	36.28022813
498	36.26578406
499	36.26572288
500	36.24041547
501	36.24041545
502	36.21661191
503	36.21139586
504	36.17934608
505	36.15629386
506	36.14893336
507	36.12610599
508	36.10831792
509	36.07691093
510	36.05418577
511	36.03305881
512	36.01398671
513	35.98801024
514	35.96852286
515	35.96852286
516	35.96837949
517	35.95240092
518	35.92840627
519	35.92820765
520	35.90593927
521	35.90576828
522	35.88509267
523	35.86136158
524	35.84960981
525	35.84509751
526	35.84402109
527	35.84402105
528	35.84395474
529	35.82176235
530	35.82170389
531	35.80247784
532	35.78702406
533	35.78200878
534	35.77458355
535	35.75727924
536	35.7572218
537	35.75701212
538	35.73441615
539	35.7206877
540	35.72021415
541	35.70682445
542	35.68825433
543	35.67157279
544	35.65403697
545	35.65362108
546	35.65230547
547	35.63345446
548	35.61342791
549	35.61337202
550	35.60820311
551	35.60298569
552	35.59839625
553	35.59454408
554	35.58029973
555	35.58023042
556	35.57836081
557	35.56634753
558	35.54438364
559	35.53137313
560	35.51499219
561	35.51335728
562	35.51324852
563	35.50563451
564	35.50557342
565	35.50549996
566	35.50168434
567	35.50161084
568	35.49720842
569	35.4933503
570	35.49324853
571	35.49318348
572	35.4787661
573	35.47876512
574	35.4787074
575	35.47394944
576	35.4669535
577	35.45416209
578	35.44782624
579	35.44211154
580	35.43773221
581	35.41795036
582	35.40177818
583	35.38594884
584	35.38566514
585	35.37841748
586	35.37833918
587	35.37311521
588	35.36840406
589	35.36415527
590	35.36406857
591	35.34804947
592	35.3446729
593	35.33144054
594	35.33115799
595	35.31835488
596	35.31685747
597	35.31678974
598	35.30173047
599	35.30166705
600	35.29788886
601	35.29781775
602	35.27972779
603	35.27964338
604	35.26799993
605	35.2523825
606	35.23406454
607	35.2276715
608	35.21362762
609	35.21355746
610	35.19674275
611	35.17975357
612	35.17968947
613	35.17963153
614	35.16650649
615	35.16361105
616	35.15834041
617	35.1582821
618	35.1580266
619	35.15560512
620	35.15407859
621	35.15194248
622	35.14761318
623	35.14754982
624	35.14590433
625	35.14584634
626	35.14579581
627	35.14563501
628	35.13336958
629	35.13331207
630	35.13307381
631	35.13130987
632	35.13029156
633	35.12650744
634	35.12650685
635	35.12247711
636	35.11904635
637	35.09524416
638	35.08472953
639	35.08385666
640	35.06875646
641	35.06755004
642	35.06003004
643	35.05998312
644	35.04840628
645	35.04762544
646	35.04656212
647	35.04656084
648	35.0338936
649	35.01772894
650	35.01742666
651	35.01673038
652	35.01668481
653	35.01207937
654	35.01083313
655	35.00971024
656	35.00971017
657	35.00971011
658	34.99542804
659	34.9801047
660	34.97290979
661	34.97289953
662	34.97211501
663	34.97141998
664	34.96787856
665	34.96588196
666	34.96587279
667	34.94556445
668	34.94552215
669	34.94164717
670	34.92993501
671	34.9299341
672	34.9299333
673	34.92993261
674	34.92988858
675	34.92569205
676	34.91027573
677	34.9003109
678	34.8993489
679	34.88874234
680	34.87951552
681	34.87945483
682	34.876343
683	34.87628623
684	34.86947923
685	34.85995806
686	34.84640511
687	34.84635221
688	34.84512908
689	34.84512207
690	34.84511589
691	34.84440519
692	34.83815938
693	34.83596825
694	34.83591662
695	34.83591661
696	34.83586817
697	34.83575828
698	34.83575115
699	34.83472855
700	34.83472289
701	34.83448123
702	34.83423394
703	34.83109156
704	34.8310295
705	34.83097522
706	34.83092164
707	34.83059325
708	34.82722278
709	34.82295473
710	34.81894637
711	34.80811593
712	34.79371568
713	34.78110053
714	34.76721058
715	34.76707596
716	34.76695802
717	34.76686395
718	34.75707136
719	34.75700747
720	34.75585538
721	34.74600108
722	34.73716812
723	34.72509012
724	34.72502948
725	34.71511051
726	34.71505658
727	34.70419842
728	34.69826124
729	34.69641254
730	34.68274686
731	34.68269384
732	34.68264741
733	34.68257508
734	34.67159596
735	34.66677273
736	34.66672722
737	34.65392514
738	34.6509722
739	34.6509244
740	34.64273249
741	34.64269108
742	34.63882984
743	34.62414143
744	34.61341227
745	34.60088611
746	34.58894699
747	34.57581694
748	34.57571282
749	34.57261514
750	34.56365826
751	34.56060279
752	34.55981994
753	34.55628288
754	34.5469989
755	34.54614929
756	34.53352116
757	34.53148949
758	34.53141311
759	34.51677177
760	34.5054037
761	34.50539692
762	34.50532733
763	34.50467183
764	34.49412363
765	34.49336945
766	34.48557626
767	34.48210563
768	34.46969446
769	34.46157809
770	34.46144251
771	34.46143666
772	34.46110947
773	34.46100459
774	34.46091313
775	34.45816217
776	34.44674186
777	34.44349995
778	34.4359507
779	34.4328664
780	34.43281813
781	34.42105373
782	34.42037149
783	34.42036596
784	34.41710238
785	34.41521804
786	34.41205595
787	34.41130504
788	34.41062974
789	34.41062417
790	34.41061928
791	34.39813887
792	34.3851929
793	34.38230156
794	34.37273388
795	34.36265315
796	34.35494494
797	34.3549392
798	34.3431604
799	34.34315605
800	34.34315125
801	34.34314704
802	34.34228567
803	34.34053109
804	34.34052708
805	34.33777986
806	34.33770998
807	34.32921252
808	34.32640407
809	34.32635856
810	34.3263024
811	34.32384622
812	34.3233438
813	34.30667592
814	34.29556828
815	34.29509747
816	34.29509674
817	34.29377749
818	34.28451661
819	34.27662958
820	34.27398316
821	34.27348878
822	34.27306538
823	34.26556755
824	34.25770682
825	34.24991826
826	34.24991723
827	34.24694092
828	34.24693822
829	34.24687896
830	34.24683826
831	34.2445059
832	34.24446576
833	34.24446486
834	34.24446407
835	34.23415244
836	34.22885849
837	34.22050391
838	34.21160391
839	34.21103543
840	34.20852099
841	34.20686141
842	34.20418165
843	34.19698662
844	34.19424016
845	34.19196359
846	34.18351972
847	34.18197025
848	34.17336653
849	34.16668557
850	34.16254214
851	34.16247129
852	34.15821013
853	34.14926985
854	34.14760077
855	34.14479894
856	34.13285068
857	34.13284737
858	34.1325117
859	34.13005588
860	34.130012
861	34.12997376
862	34.1272106
863	34.12563093
864	34.11871837
865	34.10815996
866	34.10568824
867	34.09749871
868	34.09662227
869	34.08792953
870	34.08077214
871	34.07211315
872	34.07207717
873	34.06769267
874	34.06059108
875	34.05785543
876	34.04246008
877	34.03256211
878	34.03139682
879	34.03135748
880	34.03131076
881	34.03053633
882	34.01902822
883	34.0189855
884	34.01554861
885	34.00786964
886	34.00782174
887	34.00778857
888	34.00708691
889	34.00368773
890	33.99601813
891	33.98815176
892	33.97833503
893	33.97786757
894	33.97005548
895	33.97004999
896	33.96206389
897	33.95280369
898	33.95244694
899	33.95153331
900	33.94386723
901	33.9438625
902	33.9434022
903	33.94246116
904	33.93823776
905	33.92987926
906	33.92071241
907	33.92034677
908	33.9160696
909	33.90852994
910	33.89862757
911	33.89680396
912	33.89676861
913	33.88275684
914	33.86977858
915	33.8585981
916	33.8582146
917	33.85724579
918	33.85717155
919	33.84599337
920	33.83951253
921	33.8381809
922	33.83813918
923	33.82788728
924	33.81518203
925	33.81514976
926	33.8125783
927	33.81255204
928	33.80774873
929	33.80740817
930	33.79836595
931	33.79691634
932	33.79008068
933	33.79004468
934	33.78898392
935	33.78876794
936	33.78751818
937	33.78402758
938	33.78300896
939	33.78293682
940	33.78290481
941	33.78286974
942	33.78284055
943	33.77880458
944	33.77752895
945	33.77663215
946	33.77035483
947	33.76885086
948	33.76734352
949	33.7570729
950	33.75665913
951	33.75661809
952	33.75300068
953	33.74201902
954	33.73835098
955	33.73831724
956	33.73717618
957	33.73271403
958	33.73234642
959	33.73230333
960	33.72921994
961	33.7219309
962	33.71844265
963	33.70981857
964	33.70773309
965	33.70408293
966	33.7030594
967	33.69637233
968	33.68625346
969	33.68045727
970	33.67861501
971	33.67810705
972	33.67602049
973	33.67597526
974	33.66955035
975	33.66149511
976	33.6575742
977	33.65385084
978	33.65090848
979	33.65000689
980	33.64996433
981	33.64825999
982	33.64441285
983	33.64385091
984	33.63317598
985	33.62375526
986	33.61774389
987	33.6177021
988	33.6083203
989	33.60467627
990	33.60239574
991	33.59905563
992	33.5915159
993	33.59064096
994	33.58846599
995	33.5791111
996	33.5701127
997	33.56632752
998	33.56349091
999	33.56345366
1000	33.55489919
1001	33.55115851
1002	33.5511166
1003	33.54959235
1004	33.54316331
1005	33.53936681
1006	33.52764198
1007	33.52345822
1008	33.51700918
1009	33.50793626
1010	33.50285738
1011	33.49928185
1012	33.49546826
1013	33.49510961
1014	33.4896087
1015	33.48956327
1016	33.4887465
1017	33.48870444
1018	33.48532816
1019	33.47938872
1020	33.47779724
1021	33.47048809
1022	33.46974683
1023	33.46715134
1024	33.46365016
1025	33.46360669
1026	33.46097877
1027	33.4528191
1028	33.4455493
1029	33.44259689
1030	33.44218101
1031	33.43445829
1032	33.4344087
1033	33.43074317
1034	33.42516641
1035	33.42295031
1036	33.41664671
1037	33.4166081
1038	33.41657256
1039	33.41302546
1040	33.4108571
1041	33.40736639
1042	33.40529677
1043	33.40178813
1044	33.4014851
1045	33.39378382
1046	33.39374968
1047	33.39270439
1048	33.39252385
1049	33.38476957
1050	33.38461315
1051	33.38458026
1052	33.38454484
1053	33.3805083
1054	33.3804244
1055	33.37773669
1056	33.37598826
1057	33.36774465
1058	33.36732004
1059	33.36477523
1060	33.36407136
1061	33.36042229
1062	33.35868238
1063	33.35861336
1064	33.35473192
1065	33.35468951
1066	33.3457546
1067	33.34272198
1068	33.34254138
1069	33.33654393
1070	33.33412942
1071	33.32773611
1072	33.32766839
1073	33.32760935
1074	33.3253696
1075	33.32374422
1076	33.32369214
1077	33.32160199
1078	33.31793359
1079	33.3146801
1080	33.30712957
1081	33.30551726
1082	33.30528529
1083	33.29903847
1084	33.29171322
1085	33.29168803
1086	33.28661951
1087	33.28330534
1088	33.27545752
1089	33.27541096
1090	33.27524154
1091	33.2689036
1092	33.2650401
1093	33.26336013
1094	33.2625356
1095	33.26166136
1096	33.26162697
1097	33.26160584
1098	33.25815215
1099	33.2514552
1100	33.24500741
1101	33.23960434
1102	33.23352007
1103	33.23348416
1104	33.22776556
1105	33.2246792
1106	33.22128094
1107	33.21632801
1108	33.2163042
1109	33.21452153
1110	33.21362603
1111	33.21291675
1112	33.21219338
1113	33.20517728
1114	33.20502517
1115	33.20488772
1116	33.20485721
1117	33.19931008
1118	33.1984547
1119	33.19842059
1120	33.19838927
1121	33.19397063
1122	33.19393057
1123	33.18837579
1124	33.18834168
1125	33.18215841
1126	33.17887142
1127	33.17233262
1128	33.17213689
1129	33.16489042
1130	33.16481639
1131	33.1647793
1132	33.16263036
1133	33.15848453
1134	33.15681721
1135	33.15677463
1136	33.15372562
1137	33.15365256
1138	33.15358719
1139	33.15316196
1140	33.14687675
1141	33.14385449
1142	33.14378546
1143	33.14352363
1144	33.1434634
1145	33.14157515
1146	33.13415082
1147	33.13113086
1148	33.13097074
1149	33.130914
1150	33.1286617
1151	33.12862276
1152	33.12524674
1153	33.12522079
1154	33.12511896
1155	33.11863695
1156	33.11861123
1157	33.11848937
1158	33.11161999
1159	33.10215856
1160	33.09808855
1161	33.09803469
1162	33.09800645
1163	33.09796502
1164	33.09791851
1165	33.08977551
1166	33.08763575
1167	33.08758971
1168	33.08601797
1169	33.08054361
1170	33.07721039
1171	33.07554098
1172	33.0744404
1173	33.07438669
1174	33.07127006
1175	33.07122079
1176	33.07119031
1177	33.06972446
1178	33.05618369
1179	33.05495676
1180	33.05297174
1181	33.05292948
1182	33.05092566
1183	33.04774082
1184	33.03887502
1185	33.03644448
1186	33.03166035
1187	33.02463937
1188	33.021525
1189	33.02124725
1190	33.0181641
1191	33.01242978
1192	33.01016738
1193	33.00369302
1194	33.00248964
1195	32.99951643
1196	32.99948295
1197	32.99300202
1198	32.98630076
1199	32.98304025
1200	32.97967234
1201	32.97962373
1202	32.97869649
1203	32.97777504
1204	32.97598507
1205	32.97404897
1206	32.9698947
1207	32.96217239
1208	32.95923688
1209	32.95387483
1210	32.94656467
1211	32.94654217
1212	32.94347581
1213	32.94155381
1214	32.94153126
1215	32.93776562
1216	32.93590279
1217	32.93587554
1218	32.93584934
1219	32.93300429
1220	32.93086019
1221	32.93081163
1222	32.93018528
1223	32.9301642
1224	32.92717758
1225	32.92715645
1226	32.92432737
1227	32.91827248
1228	32.91529676
1229	32.90834128
1230	32.90832182
1231	32.9082974
1232	32.90547255
1233	32.90221983
1234	32.90217622
1235	32.8992823
1236	32.89926058
1237	32.89922705
1238	32.89711649
1239	32.89315556
1240	32.89314314
1241	32.8931323
1242	32.89128468
1243	32.8894821
1244	32.88946065
1245	32.8876476
1246	32.88271334
1247	32.88267337
1248	32.87677334
1249	32.87497593
1250	32.85966105
1251	32.85621634
1252	32.848818
1253	32.84836189
1254	32.84721975
1255	32.8461184
1256	32.83960435
1257	32.83957102
1258	32.83953997
1259	32.83654869
1260	32.83653582
1261	32.83606414
1262	32.83082327
1263	32.82893981
1264	32.82478095
1265	32.82475489
1266	32.82271661
1267	32.81072033
1268	32.80756535
1269	32.80466939
1270	32.80462967
1271	32.79399708
1272	32.79140387
1273	32.79017872
1274	32.79016667
1275	32.79012805
1276	32.79010367
1277	32.78033437
1278	32.78029719
1279	32.78027357
1280	32.77728439
1281	32.77487551
1282	32.77485242
1283	32.77194055
1284	32.76623909
1285	32.76092579
1286	32.76091233
1287	32.7608754
1288	32.75492333
1289	32.75236205
1290	32.74563555
1291	32.74438125
1292	32.73845572
1293	32.73364082
1294	32.71800715
1295	32.71485922
1296	32.71320142
1297	32.70678821
1298	32.70110804
1299	32.70074172
1300	32.6951781
1301	32.69410075
1302	32.69211544
1303	32.69206089
1304	32.68932989
1305	32.68637208
1306	32.68404833
1307	32.6787055
1308	32.67867428
1309	32.67863095
1310	32.67810663
1311	32.6770603
1312	32.67702203
1313	32.67525603
1314	32.673505
1315	32.66884477
1316	32.66708467
1317	32.66606846
1318	32.66603193
1319	32.66596468
1320	32.66593199
1321	32.65734939
1322	32.65471871
1323	32.65468744
1324	32.65228465
1325	32.65224185
1326	32.65221449
1327	32.64913003
1328	32.64645564
1329	32.63690547
1330	32.63608841
1331	32.63422687
1332	32.63419156
1333	32.62510868
1334	32.61722916
1335	32.61192428
1336	32.60152676
1337	32.59598758
1338	32.59562956
1339	32.59282218
1340	32.58990908
1341	32.58148291
1342	32.57860372
1343	32.57000115
1344	32.56973615
1345	32.56757973
1346	32.56755733
1347	32.56572598
1348	32.56317457
1349	32.56311093
1350	32.56255859
1351	32.56230388
1352	32.557465
1353	32.54982465
1354	32.54978701
1355	32.54453259
1356	32.54453076
1357	32.54428769
1358	32.53699327
1359	32.53695833
1360	32.53424696
1361	32.5277394
1362	32.51765044
1363	32.51479069
1364	32.51452189
1365	32.50961199
1366	32.50715627
1367	32.50441451
1368	32.49729271
1369	32.49722072
1370	32.49718626
1371	32.48723592
1372	32.48545797
1373	32.48518999
1374	32.47640079
1375	32.47140386
1376	32.46968793
1377	32.46693738
1378	32.45911722
1379	32.4567451
1380	32.45411644
1381	32.45262042
1382	32.44513577
1383	32.4404873
1384	32.43324962
1385	32.43302054
1386	32.4305607
1387	32.42216095
1388	32.41677995
1389	32.41073419
1390	32.40344572
1391	32.40095102
1392	32.39601528
1393	32.3939545
1394	32.38967772
1395	32.38867959
1396	32.38681174
1397	32.38394349
1398	32.38361048
1399	32.38145395
1400	32.38118032
1401	32.37946565
1402	32.3792029
1403	32.37823972
1404	32.37799425
1405	32.37055255
1406	32.36620484
1407	32.36618398
1408	32.36449589
1409	32.35635898
1410	32.35191449
1411	32.35187334
1412	32.35157723
1413	32.3489195
1414	32.34879633
1415	32.34504536
1416	32.33577411
1417	32.33474497
1418	32.32730136
1419	32.3204747
1420	32.3189862
1421	32.31231863
1422	32.30600404
1423	32.30010493
1424	32.2921496
1425	32.29096647
1426	32.29090979
1427	32.28732478
1428	32.28061031
1429	32.27807979
1430	32.27255466
1431	32.2652962
1432	32.26051887
1433	32.25378202
1434	32.25099655
1435	32.24957818
1436	32.24396116
1437	32.23678661
1438	32.2367458
1439	32.23669068
1440	32.23602542
1441	32.23353274
1442	32.22840578
1443	32.22216193
1444	32.22213348
1445	32.2192315
1446	32.21295066
1447	32.20476467
1448	32.19803773
1449	32.1936864
1450	32.1907656
1451	32.18463427
1452	32.17749375
1453	32.17615058
1454	32.17130976
1455	32.16476573
1456	32.16422334
1457	32.16371091
1458	32.162457
1459	32.16002412
1460	32.15953927
1461	32.1526901
1462	32.15233814
1463	32.14305844
1464	32.13826201
1465	32.13775448
1466	32.13141227
1467	32.13090509
1468	32.1189676
1469	32.11486874
1470	32.11476758
1471	32.11428937
1472	32.11399625
1473	32.11198188
1474	32.1117638
1475	32.11085834
1476	32.10968016
1477	32.10695575
1478	32.10694232
1479	32.10045469
1480	32.09317714
1481	32.08859986
1482	32.08854787
1483	32.08622232
1484	32.08520718
1485	32.08399235
1486	32.08396866
1487	32.0799186
1488	32.07376323
1489	32.06735318
1490	32.06312723
1491	32.06007202
1492	32.05790108
1493	32.05769201
1494	32.05614768
1495	32.05011799
1496	32.04956005
1497	32.04538662
1498	32.04013089
1499	32.03509492
1500	32.03507223
1501	32.03505316
1502	32.03080496
1503	32.02880626
1504	32.02477312
1505	32.01797432
1506	32.01409295
1507	32.01160573
1508	32.00575019
1509	32.00572549
1510	31.99986545
1511	31.99600893
1512	31.99406514
1513	31.99036679
1514	31.98509639
1515	31.97933037
1516	31.97829446
1517	31.97826966
1518	31.97502634
1519	31.97498829
1520	31.96985006
1521	31.96298043
1522	31.96279379
1523	31.95931233
1524	31.95275318
1525	31.95179489
1526	31.9485948
1527	31.94845309
1528	31.94353682
1529	31.94351808
1530	31.93842907
1531	31.93781866
1532	31.93778066
1533	31.93366501
1534	31.92221721
1535	31.91689652
1536	31.91635546
1537	31.91411984
1538	31.91067665
1539	31.90710872
1540	31.90539328
1541	31.90208186
1542	31.9011694
1543	31.90018703
1544	31.89887452
1545	31.89520582
1546	31.89027676
1547	31.89026041
1548	31.8870404
1549	31.88496773
1550	31.87843415
1551	31.87841198
1552	31.87330851
1553	31.87251552
1554	31.87249825
1555	31.86953528
1556	31.8695191
1557	31.86882531
1558	31.8663923
1559	31.86560544
1560	31.86330209
1561	31.86257435
1562	31.86255643
1563	31.86253142
1564	31.86251113
1565	31.86249554
1566	31.86249322
1567	31.86098908
1568	31.86078015
1569	31.85530077
1570	31.85427272
1571	31.85427048
1572	31.84937849
1573	31.84866316
1574	31.84821449
1575	31.84517989
1576	31.84516613
1577	31.84516455
1578	31.8449548
1579	31.84230142
1580	31.83898947
1581	31.83877367
1582	31.83808463
1583	31.83791867
1584	31.83791628
1585	31.83791409
1586	31.8355823
1587	31.82878612
1588	31.81958924
1589	31.81570193
1590	31.8128257
1591	31.81001012
1592	31.80870379
1593	31.8077532
1594	31.80191951
1595	31.80119565
1596	31.8011784
1597	31.79137337
1598	31.79050667
1599	31.78817266
1600	31.78244285
1601	31.77723775
1602	31.77366955
1603	31.76960045
1604	31.767487
1605	31.76216628
1606	31.76129363
1607	31.76046135
1608	31.7500084
1609	31.74975017
1610	31.74900876
1611	31.7472931
1612	31.74706081
1613	31.74122597
1614	31.73700243
1615	31.73328852
1616	31.73326992
1617	31.72771376
1618	31.72765355
1619	31.72614303
1620	31.72547739
1621	31.72169867
1622	31.72168447
1623	31.72167208
1624	31.72161976
1625	31.72086631
1626	31.71867067
1627	31.71841533
1628	31.71727583
1629	31.71510461
1630	31.70487956
1631	31.7047656
1632	31.70318182
1633	31.70289815
1634	31.70287583
1635	31.70095742
1636	31.70070074
1637	31.70068085
1638	31.70044146
1639	31.69692883
1640	31.69206842
1641	31.69152556
1642	31.68866986
1643	31.68759281
1644	31.68336721
1645	31.68332625
1646	31.68330918
1647	31.67431802
1648	31.67348366
1649	31.67229921
1650	31.6722454
1651	31.67135971
1652	31.6693764
1653	31.66898351
1654	31.66895731
1655	31.66893444
1656	31.66605253
1657	31.66459852
1658	31.66313284
1659	31.65967046
1660	31.65931732
1661	31.65559811
1662	31.65215298
1663	31.65133988
1664	31.65132381
1665	31.64856889
